,link,fsa,name,price,size,image_url,brand,special_feature,item_dimension,product_benefit,special_use,item_weight,reviews,rating,5 star,4 star,3 star,2 star,1 star,discontinued,product_dimension,model_number,first_date,manufacturer,asin,origin_country,ingredients,cat
571,https://www.amazon.com/GoodSense-Omeprazole-Delayed-Release-Heartburn/dp/B08DPVCSDW/ref=sr_1_674?c=ts&keywords=Antacids&qid=1699421247&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-674&ts_id=3762061,,"GoodSense Omeprazole Delayed Release Tablets 20 mg, Acid Reducer, Treats Heartburn, 42 Count (Pack of 2)",29.99,42 Count (Pack of 2),https://m.media-amazon.com/images/I/91F3N5lBoUL._AC_UL320_.jpg,Omeprazole,,,Heartburn,Heartburn,,1775,4.8,88%,8%,2%,1%,1%,,,,27-Jul-20,Perrigo,B08DPVCSDW,,"Active ingredient (in each tablet): Omeprazole 20 mg. Inactive ingredients: carnauba wax, ferric oxide red, ferric oxide yellow, hypromellose, hypromellose acetate succinate, lactose monohydrate, monoethanolamine, propylene glycol, sodium lauryl sulfate, sodium starch glycolate, sodium stearate, sodium stearyl fumarate, talc, titanium dioxide, triethyl citrate.",dig
572,https://www.amazon.com/Alka-Seltzer-Effervescent-Original-Multi-Symptom-Dissolvable/dp/B0C9Z3BQQS/ref=sr_1_670?c=ts&keywords=Antacids&qid=1699421247&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-670&ts_id=3762061,,"Alka-Seltzer Effervescent Tablets Original Flavor, Fast Multi-Symptom Relief from Headache and Body Ache, Dissolvable Effervescent Fizzy Tablets, 116 Ct",21.94,,https://m.media-amazon.com/images/I/710tPtkqIkL._AC_UL320_.jpg,Alka-Seltzer,,4.33 x 3.47 x 7.27 inches,Fever Control,Fever,,4,4.1,70%,0%,0%,30%,0%,,4.33 x 3.47 x 7.27 inches; 1.14 Pounds,51447,14-Jul-23,Bayer Healthcare LLC,B0C9Z3BQQS,,,dig
573,https://www.amazon.com/Greens-First-Neutralizer-Flavor-Servings/dp/B08QV1SPB2/ref=sr_1_676?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-676&ts_id=3762061,,"Greens First Acid Neutralizer, Mild Grape Flavor, 30 Servings – Complete Plant-Based Mineral Complex – May Help Neutralize Excess Acids – Vegan, Non-GMO, & Gluten Free",35.99,Powder,https://m.media-amazon.com/images/I/71-fQvl2TbL._AC_UL320_.jpg,Greens First,,3.55 x 3.6 x 3.75 inches,"Detox,Replenishing",,0.4 Pounds,4,4.2,74%,0%,0%,26%,0%,,3.55 x 3.6 x 3.75 inches; 6.4 Ounces,,16-Dec-20,Ceautamed,B08QV1SPB2,,,dig
574,https://www.amazon.com/Prilosec-Reducer-Delayed-Release-Tablets-Wildberry/dp/B01IAIKPN0/ref=sr_1_678?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-678&ts_id=3762061,,"Prilosec OTC Acid Reducer, Delayed-Release Tablets, Wildberry 42 ea (Pack of 2)",41.98,42 Count (Pack of 2),https://m.media-amazon.com/images/I/710K36l8OvL._AC_UL320_.jpg,Prilosec,,6 x 4 x 4 inches,,,,484,4.8,89%,7%,1%,1%,2%,No,6 x 4 x 4 inches; 5.29 Ounces,,11-Jul-16,Prilosec,B01IAIKPN0,,,dig
575,https://www.amazon.com/Natural-HEARTBURN-Relief-Digestive-Lozenges/dp/B010Q4QUJO/ref=sr_1_680?c=ts&keywords=Antacids&qid=1699503942&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-680&ts_id=3762061,,"Herbal Digestive Lozenges, Extra Strength for Natural Heartburn Relief",39.99,,https://m.media-amazon.com/images/I/31cI4nG-OpL._AC_UL320_.jpg,Mera & Longhi,,,,Heartburn,480 Grams,19,3.5,42%,21%,12%,0%,25%,No,,,,Mera & Longhi,B010Q4QUJO,,,dig
576,https://www.amazon.com/Cimetidine-200-Heartburn-Stomach-Acidity/dp/B08R3WF46L/ref=sr_1_677?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-677&ts_id=3762061,,"Cimetidine 200 mg - Heartburn Relief, Stomach Acidity Reducer by Equate, 60 Tablets (Pack of 4)",51.50,60 Count (Pack of 4),https://m.media-amazon.com/images/I/61jU6PSTo5L._AC_UL320_.jpg,Equate,,1.69 x 1.63 x 3.25 inches,Gluten Free,Heartburn,,83,4.5,81%,8%,3%,2%,6%,,1.69 x 1.63 x 3.25 inches; 4.97 Ounces,,4-Feb-21,Equate,B08R3WF46L,,,dig
577,https://www.amazon.com/ACID-REFLUX-SOLUTION-KIT-Barton/dp/B09RY714DJ/ref=sr_1_682?c=ts&keywords=Antacids&qid=1699503942&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-682&ts_id=3762061,,ACID REFLUX SOLUTION KIT,39.97,,https://m.media-amazon.com/images/I/610upLh3ZjL._AC_UL320_.jpg,Barton Publishing Acid Reflux Solution Kit,Fast-Acting,10.81 x 8.38 x 0.5 inches,Acidity Relief,,6.62 Ounces,14,3.2,46%,9%,0%,9%,35%,,10.81 x 8.38 x 0.5 inches; 6.62 Ounces,B09RY714DJ_CA NARF,7-Feb-22,Barton Publishing,B09RY714DJ,USA,,dig
578,https://www.amazon.com/Boiron-Acidil-Heartburn-60-Tab/dp/B00DGD836Q/ref=sr_1_680?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-680&ts_id=3762061,,Boiron Acidil Heartburn 60 Tab,12.00,,https://m.media-amazon.com/images/I/61DupYsZEML._AC_UL320_.jpg,Boiron,Fast Acting,3 x 1.2 x 3.9 inches,"Relieves occasional heartburn, acid indigestion, bloating or upset stomach",,0.1 Pounds,48,4.2,64%,13%,12%,0%,11%,No,3 x 1.2 x 3.9 inches; 1.6 Ounces,,19-Jun-13,Boiron,B00DGD836Q,,,dig
580,https://www.amazon.com/Gaviscon-Chewable-Tablets-Advance-Mint-60/dp/B09CGXG6FW/ref=sr_1_702?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-702&ts_id=3762061,,Gaviscon Mint Chewable Tablets 48 and Advance Chewable Tablets Mint-60 (Pack of 3),74.45,324 Count (Pack of 6),https://m.media-amazon.com/images/I/81DsiDWIcXL._AC_UL320_.jpg,A2Z STORE,,,,Indigestion,,16,3.8,53%,17%,0%,13%,17%,,,,12-Aug-21,A2Z STORE,B09CGXG6FW,,,dig
581,https://www.amazon.com/Research-Verified%C2%AE-Acid-Reflux-Relief/dp/B0854LF8SQ/ref=sr_1_683?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-683&ts_id=3762061,,"Research Verified Acid Reflux Relief - Soothe GI Problems - Melatonin, 5-HTP, Marshmallow Root - 60 Capsules - Vegan",48.00,1 Count (Pack of 1),https://m.media-amazon.com/images/I/61Gr8LEcPrL._AC_UL320_.jpg,Research Verified,,,Acidity Relief,Acid Reflux,,0,,0%,0%,0%,0%,0%,,,,25-Feb-20,Research Verified®,B0854LF8SQ,,"Calcium (as Calcium Carbonate), Riboflavin (Vitamin B2), Pyridoxine (Vitamin B6), Folic Acid, D, L Methionine, Marshmallow Root Powder, 5-HTP (5-Hydroxytryptophan), Betaine, L-taurine, Melatonin. Other Ingredients: Vegetable Cellulose, Rice Flour, Ascorbyl Palmitate and Silica.",dig
582,https://www.amazon.com/Omeprazole-Reducer-Heartburn-Capsules-Bicarbonate/dp/B0BTMNXQPS/ref=sr_1_681?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-681&ts_id=3762061,,"Omeprazole Acid Reducer for Heartburn, | 42 Capsules | Includes Luall Sticker + Equate Omeprazole and Sodium Bicarbonate Capsules, 20 mg/1100 mg",34.97,,https://m.media-amazon.com/images/I/8133E2YjqWL._AC_UL320_.jpg,LUAL,,,Acidity Relief,Heartburn,,5,4.6,57%,43%,0%,0%,0%,,,LUAL164152,1-Feb-23,Equate,B0BTMNXQPS,,"Active ingredients (in each capsule): Omeprazole 20 mg; Sodium Bicarbonate 1100 mg. Inactive ingredients: FD&C blue no. 1, FD&C blue no. 2 aluminum lake, FD&C red no. 40, gelatin, polysorbate 80, sodium lauryl sulfate, sodium starch glycolate, sodium stearyl fumarate, titanium dioxide.",dig
583,https://www.amazon.com/Zegerid-OTC-Capsules-42-count-Pack/dp/B00TZIW9OS/ref=sr_1_654?c=ts&keywords=Antacids&qid=1699421247&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-654&ts_id=3762061,,Zegerid OTC,49.87,42 Count (Pack of 2),https://m.media-amazon.com/images/I/71AMyXL+wVL._AC_UL320_.jpg,Zegerid OTC,,,"Heartburn,Relief From",Heartburn,,91,4.8,91%,4%,0%,2%,3%,,,,3-Mar-15,Zegerid OTC,B00TZIW9OS,,,dig
584,https://www.amazon.com/Gaviscon-Double-Action-Mint-300ml/dp/B092D968D8/ref=sr_1_706?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-706&ts_id=3762061,,Gaviscon Double Action Mint 300ml,40.00,,https://m.media-amazon.com/images/I/61bwtPrXhTS._AC_UL320_.jpg,A2Z STORE,,,,"Indigestion, Heartburn, Bloating",,13,3.8,47%,22%,13%,0%,19%,,,,17-Apr-21,A2Z STORE,B092D968D8,,,dig
585,https://www.amazon.com/Zegerid-OTC-Acid-Reducer-Capsules/dp/B00TPTIOV4/ref=sr_1_686?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-686&ts_id=3762061,,"Zegerid OTC, 42ct",25.99,,https://m.media-amazon.com/images/I/51tv6A0cBFL._AC_UL320_.jpg,Zegerid OTC,,,Acidity Relief,Heartburn,,5,5,100%,0%,0%,0%,0%,No,,,11-Nov-14,Zegerid OTC,B00TPTIOV4,,,dig
586,https://www.amazon.com/Primary-Health-Reducer-Omeprazole-Magnesium/dp/B07F2BH1N5/ref=sr_1_687?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-687&ts_id=3762061,,"Primary Health Acid Reducer Omeprazole Magnesium 20mg Delayed-Release Tablets, 42 Count",16.26,42 Count (Pack of 1),https://m.media-amazon.com/images/I/51opG-wDyVL._AC_UL320_.jpg,Primary Health,,4.88 x 1.63 x 3.25 inches,Relief From Common Heartburn,Heartburn,0.09 Pounds,950,4.7,83%,10%,3%,1%,2%,,4.88 x 1.63 x 3.25 inches; 1.44 Ounces,,23-Jul-18,Aurohealth,B07F2BH1N5,India,"Omeprazole delayed-release tablet 20mg (equivalent to 20.6mg omeprazole magnesium), crospovidone, glyceryl, monostearate, hydroxypropyl cellulose, hypromellose, magnesium stearate, methacrylic acid copolymer dispersion, microcrystalline cellulose, polyethylene glycol, polysorbate 80, red iron oxide, silicified microcrystalline cellulosem sodium hydroxidem sodium stearyl fumarate, sugar spheres (which contains liquid glucose, starch (maize) and sucrose), talc, titanium dioxide, triethyl citrate, and yellow iron oxide.",dig
587,https://www.amazon.com/Earthley-Wellness-Digestive-Overactive-Alleviates/dp/B0BYK9LVDS/ref=sr_1_685?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-685&ts_id=3762061,,"Earthley Wellness Digestive Ease, Promotes Gut Health, Relieve Overactive Gut, Boost Immune System, Alleviates Gas (2oz)",22.99,Liquid,https://m.media-amazon.com/images/I/51j3UEZ2RxL._AC_UL320_.jpg,Earthley Wellness,,,Metabolism Management,,,0,,0%,0%,0%,0%,0%,,,,15-Mar-23,Earthley Wellness,B0BYK9LVDS,,,dig
588,https://www.amazon.com/Cimetidine-200-Heartburn-Stomach-Acidity/dp/B08R3WL9YV/ref=sr_1_692?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-692&ts_id=3762061,,"Cimetidine 200 mg - Heartburn Relief, Stomach Acidity Reducer by Equate, 60 Tablets (Pack of 3)",38.97,60 Count (Pack of 3),https://m.media-amazon.com/images/I/61Pxc-Z830L._AC_UL320_.jpg,Equate,,1.69 x 1.63 x 3.25 inches,Gluten Free,Heartburn,0.22 Pounds,191,4.7,83%,11%,4%,0%,2%,,1.69 x 1.63 x 3.25 inches; 3.52 Ounces,,2-Jan-21,Equate,B08R3WL9YV,,,dig
589,https://www.amazon.com/Acid-X-Heartburn-Indigestion-Solution-Treatment/dp/B08P92TV9G/ref=sr_1_694?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-694&ts_id=3762061,,"Acid-X — Best Herbal Capsule for Heartburn, Acid Reflux, Indigestion (180 Count) | Natural Solution Helps Calm Symptoms Quickly and Provide Relief for Stomach Issues | Mellow Treatment for Men Women",33.94,180 Count,https://m.media-amazon.com/images/I/71BjZRZYCfL._AC_UL320_.jpg,Robert Youngs Acupuncture,Fast Acting,,Stomach Relief,Heartburn,,43,3.8,53%,9%,14%,12%,11%,,,,28-Nov-20,Robert Youngs Acupuncture,B08P92TV9G,,"Bo He, Chi Shi Zhi, Ju Hua, Chen Pi, Fu Ling, Shan Zha, Shen Qu, Mu Xiang, Cang Zhu, Huo Xiang, Bai Zhi, Ge Gen, Huo Po, Yi Yi Ren, Tian Hua Fen, Mai Ya, Zhi Ban Xia, Gua Lou",dig
590,https://www.amazon.com/ROLAIDS-XS-TAB-FRUIT-10CT/dp/B07KDWGQ34/ref=sr_1_693?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-693&ts_id=3762061,,ROLAIDS XS TAB FRUIT 10CT - BOX/12 - Pack of 2,22.22,Fruit,https://m.media-amazon.com/images/I/81RkdGt6I7L._AC_UL320_.jpg,ROLAIDS XS TAB FRUIT 10CT - BOX/12 - Pack of 2,,,,,,14,4.7,73%,27%,0%,0%,0%,,4 x 3 x 1 inches; 1 Ounces,,11-Nov-18,ROLAIDS XS TAB FRUIT 10CT - BOX/12 - Pack of 2,B07KDWGQ34,,,dig
591,https://www.amazon.com/VERBASA-CONFEC-Double-Chewable-Tablets/dp/B0C16XW4Z5/ref=sr_1_703?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-703&ts_id=3762061,,VERBASA CONFEC Double Action Mint Chewable Tablets 48 Pack (Pack of 3)…,35.99,,https://m.media-amazon.com/images/I/61tDqBwkHxL._AC_UL320_.jpg,VERBASA CONFEC,,,,Heart,,0,,0%,0%,0%,0%,0%,,,,1-Apr-23,VERBASA CONFEC,B0C16XW4Z5,,,dig
592,https://www.amazon.com/Prelief-Acid-Reducer-Caplets-Count/dp/B001181MJS/ref=sr_1_695?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-695&ts_id=3762061,,"Prelief Acid Reducer Caplets Dietary Supplement, 300 Count",30.37,Caplets,https://m.media-amazon.com/images/I/61epAck1-fL._AC_UL320_.jpg,PRELIEF,,6 x 5 x 4 inches,,,2.08 Ounces,2256,4.7,84%,9%,4%,1%,3%,No,6 x 5 x 4 inches; 2.08 Ounces,800-70,7-Apr-04,AkPharma,B001181MJS,,"Calcium glycerophosphate, magnesium stearate.",dig
593,https://www.amazon.com/ManukaGuard-Medical-Nutralize-Heartburn-Indigestion/dp/B0057HAQD2/ref=sr_1_729?c=ts&keywords=Antacids&qid=1699421605&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-729&ts_id=3762061,,"ManukaGuard Heartburn Relief Liquid, Manuka Honey Nutralize (Lemon Peach) 6.8oz - Drug Free, Apple Cider Vinegar & Ginger Root for Acid Reflux, Digestive Support, Antacid Liquid",24.88,6.8 Ounce (Pack of 1),https://m.media-amazon.com/images/I/71eVIz30PfL._AC_UL320_.jpg,ManukaGuard,,1.63 x 2.75 x 6.75 inches,Acidity Relief,Digestion,7 Ounces,119,4.2,66%,8%,12%,4%,9%,No,1.63 x 2.75 x 6.75 inches; 7 Ounces,200,,Manukaguard,B0057HAQD2,,,dig
594,https://www.amazon.com/Sodium-Chloride-Tablets-Normal-Salt/dp/B0091T8UFS/ref=sr_1_699?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-699&ts_id=3762061,,"Sodium Chloride Tablets 1 Gm, USP Normal Salt Tablets - 100 Tablets (Pack of 3)",32.60,100 Count (Pack of 3),https://m.media-amazon.com/images/I/71zFLJILj0L._AC_UL320_.jpg,Yasirona,,,,,,607,4.7,86%,6%,5%,0%,2%,No,,,24-Aug-12,Consolidated Midland corporation,B0091T8UFS,,Sodium Chloride,dig
595,https://www.amazon.com/Gaviscon-Double-Chewable-Tablets-Peppermint/dp/B0BZJN8TWN/ref=sr_1_697?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-697&ts_id=3762061,,Gaviscon Double Action Mint Chewable Tablets 48pk Double Action Peppermint 200 ML Bottle,39.99,,https://m.media-amazon.com/images/I/61UwfGiD-RL._AC_UL320_.jpg,Gaviscon,,,Acidity Relief,Indigestion,,0,,0%,0%,0%,0%,0%,,,,24-Mar-23,redkitt benkiser,B0BZJN8TWN,,,dig
596,https://www.amazon.com/Tablets-Ulgastrin-42-Symptomatic-Heartburn/dp/B00VP02XOA/ref=sr_1_698?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-698&ts_id=3762061,,"Natural Herbal Gastro Clam Relief Tablets (Ulgastrin 1 X 42 Tabs Bottle) Effective to Symptomatic Relief of Gastric and Duodenal Ulcers, Gastrins and Heartburn.",16.99,,https://m.media-amazon.com/images/I/514NmJjoPzL._AC_UL320_.jpg,Ulgastrin 42 Stomach Tablets,,,Control Heartburn,Heartburn,,6,4.1,56%,13%,17%,13%,0%,No,,,5-Apr-15,"Manufacture by APOTEKA A Diedenhofen, Germany",B00VP02XOA,,"Extractum glycyrrhizine siccum, aluminium sodium silicium, anhydrous sodium sulphate, bismuth subnitrate.",dig
597,https://www.amazon.com/Prevacid-24HR-Caps-42-Count-pack/dp/B00LPQR3BM/ref=sr_1_641?c=ts&keywords=Antacids&qid=1699421117&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-641&ts_id=3762061,,Prevacid 24HR Caps 42-Count (pack of 2),44.99,42 Count (Pack of 2),https://m.media-amazon.com/images/I/41k9gqYSNBL._AC_UL320_.jpg,Prevacid 24HR,,,,Heartburn,,519,4.8,88%,8%,2%,1%,1%,No,,,11-Jul-14,Prevacid 24HR,B00LPQR3BM,,,dig
598,https://www.amazon.com/Silkie-Gastro-Relief-Supplement-Discomfort/dp/B098W4LB6D/ref=sr_1_701?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-701&ts_id=3762061,,"Silkie Herbs Heartburn Formula - Digestion Support, Stomach Discomfort and Bloating Relief, 300 Count",70.00,,https://m.media-amazon.com/images/I/71gcf6akEcL._AC_UL320_.jpg,Silkie,,,Digestive Health,Heartburn,,9,3.5,35%,22%,22%,0%,22%,,,,7-Oct-21,Silkie Herbs,B098W4LB6D,,,dig
599,https://www.amazon.com/Gaviscon-Double-Action-Mint-150ml/dp/B092D838WH/ref=sr_1_701?c=ts&keywords=Antacids&qid=1699421371&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-701&ts_id=3762061,,Gaviscon Double Action Mint 150ml Pack of 2,28.63,Peppermint,https://m.media-amazon.com/images/I/71B1PWKvIKS._AC_UL320_.jpg,A2Z STORE,,,,,,19,4.2,65%,8%,17%,0%,10%,,,,2-Jun-21,A2Z STORE,B092D838WH,,,dig
600,https://www.amazon.com/Gaviscon-Double-Action-Mint-150ml/dp/B092D9GH64/ref=sr_1_721?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-721&ts_id=3762061,,Gaviscon Double Action Mint 150ml,25.94,,https://m.media-amazon.com/images/I/61j67d8qUuS._AC_UL320_.jpg,A2Z STORE,,,,,,5,4.5,76%,0%,24%,0%,0%,,,,20-May-21,A2Z STORE,B092D9GH64,,,dig
601,https://www.amazon.com/Boiron-Acidil-60-Tablets/dp/B00ZGXV78K/ref=sr_1_704?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-704&ts_id=3762061,,Boiron Acidil - 60 Tablets,13.86,60 Count (Pack of 1),https://m.media-amazon.com/images/I/71qVQgfKcCL._AC_UL320_.jpg,Boiron,,,Gluten-free,,,43,4.2,59%,19%,15%,4%,4%,,,,20-Aug-14,Boiron,B00ZGXV78K,,,dig
602,https://www.amazon.com/BIORAY-Kids-Belly-Balance-Fl/dp/B07BMSBRQH/ref=sr_1_710?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-710&ts_id=3762061,,BIORAY NDF Tummy 2oz,31.95,Liquid,https://m.media-amazon.com/images/I/61n2KOoe8rL._AC_UL320_.jpg,BIORAY,,5 x 1.6 x 1.6 inches,,,0.14 Kilograms,171,4.6,77%,13%,5%,2%,3%,,5 x 1.6 x 1.6 inches; 4.8 Ounces,BRY46595,2-Nov-17,BIORAY,B07BMSBRQH,,,dig
603,https://www.amazon.com/Members-Mark-Esomeprazole-42-ct/dp/B07F8TDWW8/ref=sr_1_707?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-707&ts_id=3762061,,Member's Mark Esomeprazole (42 Count),19.89,42 Count (Pack of 1),https://m.media-amazon.com/images/I/71XjYTz3ZpL._AC_UL320_.jpg,Members Mark,,,Acidity Relief,Heartburn,,40,4.4,78%,5%,0%,11%,6%,No,,,5-Jul-18,American Standart,B07F8TDWW8,,,dig
604,https://www.amazon.com/Famotidine-Strength-Heartburn-Indigestion-Idea/dp/B08R7X2FNM/ref=sr_1_718?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-718&ts_id=3762061,,"Equate Famotidine Tablets, 20 mg, Maximum Strength, Acid Reducer for Heartburn Relief, 200 Ct (1 Pack) + ""Say ""NO"" to Indigestion and Heartbun"" Better Idea Guide",21.95,200 Count (Pack of 1),https://m.media-amazon.com/images/I/713GLvmHDLL._AC_UL320_.jpg,Idea Shop USA,,1.78 x 1.78 x 3.44 inches,"Heartburn,Relieves Heartburn,Sour Stomach",Heartburn,,73,4.4,76%,9%,2%,6%,7%,,1.78 x 1.78 x 3.44 inches; 1.76 Ounces,,23-Dec-20,Equate,B08R7X2FNM,,Famotidine,dig
605,https://www.amazon.com/Prelief-Reducer-Dietary-Supplement-Caplet/dp/B01ICFR1J2/ref=sr_1_711?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-711&ts_id=3762061,,Prelief Dietary Supplement - 300 Capsules,51.99,Capsule,https://m.media-amazon.com/images/I/715w3fU3GgL._AC_UL320_.jpg,PRELIEF,,,,Heartburn,5.6 Ounces,16,4.4,73%,10%,0%,17%,0%,No,,,,Prelief,B01ICFR1J2,,Active Ingredients: Calcium Glycerophosphate Inactive Ingredients: Magnesium Stearate,dig
606,https://www.amazon.com/Zegerid-OTC-Heartburn-Stomach-Capsules/dp/B08YBJRMFR/ref=sr_1_715?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-715&ts_id=3762061,,"Zegerid OTC Heartburn Relief, 24 Hour Stomach Acid Reducer Proton Pump Inhibitor with Omeprazole and Sodium Bicarbonate, Capsules, 42 Count (Pack of 1)",57.82,56 Count (Pack of 1),https://m.media-amazon.com/images/I/61WKAPLPVKL._AC_UL320_.jpg,Zegerid OTC,,,Zero Heartburn,Heartburn,,99,4.9,92%,6%,0%,0%,2%,,,,8-Mar-21,Zegerid OTC,B08YBJRMFR,,,dig
607,https://www.amazon.com/Action-Complete-Tropical-Chewable-Tablets/dp/B01N9VPRN9/ref=sr_1_724?c=ts&keywords=Antacids&qid=1699421605&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-724&ts_id=3762061,,"Dual Action Pepcid Complete, Tropical Fruit, 50 Chewable Tablets Per Bottle (3 Pack)",59.22,50 Count (Pack of 3),https://m.media-amazon.com/images/I/51wS+letwiL._AC_UL320_.jpg,,,,Acidity Relief,Indigestion,,118,4.6,83%,8%,3%,0%,6%,,,,22-Oct-16,JOHNSON & JOHNSON CONSUMER INC,B01N9VPRN9,,,dig
608,https://www.amazon.com/Zegerid-OTC-Acid-Reducer-Capsules/dp/B073V378YZ/ref=sr_1_720?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-720&ts_id=3762061,,"Zegerid OTC, 42ct",49.99,,https://m.media-amazon.com/images/I/71oDOobuX0L._AC_UL320_.jpg,Zegerid OTC,,,Relief From Recurring Heartburn,Heartburn,0.24 Pounds,29,4.5,79%,8%,8%,0%,6%,,,,20-Sep-17,Zegerid OTC,B073V378YZ,,,dig
609,https://www.amazon.com/Curist-Esomeprazole-20mg-Capsules-Delayed-Release/dp/B097FV93XV/ref=sr_1_716?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-716&ts_id=3762061,FSA or HSA eligible,Curist Esomeprazole 20mg Capsules Delayed-Release - Acid Reflux Medicine for Heartburn Relief - 42 Count Capsules - Acid Reflux Relief,14.49,42 Count (Pack of 1),https://m.media-amazon.com/images/I/71m1JUs8uzL._AC_UL320_.jpg,Curist,Long Lasting,,,Heartburn,20 Milligrams,457,4.5,78%,11%,4%,3%,4%,,,,17-Jun-21,"Little Pharma, Inc.",B097FV93XV,,,dig
610,https://www.amazon.com/Heartburn-Lighthearted-Birds-Bees-Teas/dp/B01C3FUY6O/ref=sr_1_726?c=ts&keywords=Antacids&qid=1699503955&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-726&ts_id=3762061,,"Birds & Bees Teas - Organic Heartburn Relief for Acid Reflux and Pregnancy Heartburn Tea - Lighthearted Tea is a Delicious Natural Remedy for Pregnancy Heartburn Relief, 40 Servings, 3.5 oz",23.95,Lavender,https://m.media-amazon.com/images/I/51+QOOl6myL._AC_UL320_.jpg,Birds & Bees Teas,,,,,,233,4.3,66%,15%,7%,4%,8%,No,6 x 3 x 9 inches; 0.64 Ounces,,22-Feb-16,Birds & Bees Teas,B01C3FUY6O,,"All Organic, Marshmallow Root, Meadowsweet Leaf and Flower, Calendula Flower, Chamomile Flower, Lavender Flower",dig
611,https://www.amazon.com/Green-Serenity-Gummies-1500mg-Strength/dp/B0B3ZQ1RK8/ref=sr_1_724?c=ts&keywords=Antacids&qid=1699421490&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-724&ts_id=3762061,,(5 Pack) Green Ape Serenity Gummies 1500mg Extra Strength (300 Gummies),79.95,Gummy,https://m.media-amazon.com/images/I/81Or9PjUZ4L._AC_UL320_.jpg,Vitaking,,,Pain Tinnitus,,,1,5,100%,0%,0%,0%,0%,,,,13-Jun-22,Vitaking,B0B3ZQ1RK8,,,dig
